Frame_Number,Timestamp,FPS,Emotion,Attention,Posture,Movement,EAR,Left_EAR,Right_EAR,EAR_Threshold,Eye_State,Blink_Count,Horizontal_Angle,Vertical_Angle,Distance_From_Center,Head_Movement,Torso_Movement,Left_Arm_Movement,Right_Arm_Movement,Fatigue_Level,Drowsiness_Score,Angry_Score,Disgust_Score,Fear_Score,Happy_Score,Sad_Score,Surprise_Score,Neutral_Score,F0_Mean,Intensity,Jitter,Shimmer,Spectral_Centroid,Spectral_Rolloff,Zero_Crossing_Rate,Spectral_Bandwidth,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Processing_Time
1646,2025-04-20 04:18:49.147,28.4,neutral,Partially Attentive,Partially Visible,Low,0.3622,0.3695,0.3550,0.3319,Open,4,98.29,4.17,0.0000,0.004548,0.005499,0.003671,0.004076,Moderate,0.0667,0.0244,0.0000,0.0022,0.0000,0.1346,0.0000,0.8388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0242
1647,2025-04-20 04:18:49.176,28.4,neutral,Partially Attentive,Partially Visible,Low,0.3633,0.3693,0.3573,0.3319,Open,4,98.03,3.79,0.0000,0.002745,0.000634,0.002337,0.000356,Mild,0.0000,0.0244,0.0000,0.0022,0.0000,0.1346,0.0000,0.8388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
1648,2025-04-20 04:18:49.207,28.4,neutral,Partially Attentive,Partially Visible,Low,0.3630,0.3726,0.3534,0.3319,Open,4,99.62,4.93,0.0000,0.025263,0.008826,0.002240,0.003710,Mild,0.0033,0.0244,0.0000,0.0022,0.0000,0.1346,0.0000,0.8388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
1649,2025-04-20 04:18:49.238,28.4,neutral,Partially Attentive,Partially Visible,Low,0.3603,0.3679,0.3527,0.3319,Open,4,99.33,4.66,0.0000,0.009570,0.005998,0.001672,0.005169,Mild,0.0067,0.0244,0.0000,0.0022,0.0000,0.1346,0.0000,0.8388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0225
1650,2025-04-20 04:18:49.271,28.4,neutral,Partially Attentive,Partially Visible,Low,0.3573,0.3656,0.3491,0.3319,Open,4,100.96,5.64,0.0000,0.023235,0.013716,0.009914,0.005071,Mild,0.0100,0.0244,0.0000,0.0022,0.0000,0.1346,0.0000,0.8388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0246
1651,2025-04-20 04:18:49.300,28.4,neutral,Partially Attentive,Partially Visible,Low (Fidgeting),0.3532,0.3605,0.3460,0.3319,Open,4,100.58,5.33,0.0000,0.008127,0.004278,0.010504,0.002034,Mild,0.0133,0.0244,0.0000,0.0022,0.0000,0.1346,0.0000,0.8388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227
1652,2025-04-20 04:18:49.339,28.8,neutral,Focused,Partially Visible,Low (Fidgeting),0.3533,0.3616,0.3451,0.3319,Open,4,101.54,5.91,0.0000,0.003519,0.001112,0.002714,0.004412,Mild,0.0167,0.0244,0.0000,0.0022,0.0000,0.1346,0.0000,0.8388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0307
1653,2025-04-20 04:18:49.378,28.4,neutral,Focused,Partially Visible,Low (Fidgeting),0.3544,0.3632,0.3456,0.3319,Open,4,101.56,5.88,0.0000,0.004660,0.000920,0.005651,0.010717,Mild,0.0200,0.0232,0.0000,0.0080,0.0001,0.0516,0.0000,0.9172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232
1654,2025-04-20 04:18:49.407,28.5,neutral,Focused,Partially Visible,Low,0.3545,0.3636,0.3455,0.3319,Open,4,101.53,5.86,0.0000,0.001579,0.001782,0.000868,0.002361,Mild,0.0233,0.0232,0.0000,0.0080,0.0001,0.0516,0.0000,0.9172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0226
1655,2025-04-20 04:18:49.439,28.5,neutral,Focused,Partially Visible,Low,0.3537,0.3612,0.3463,0.3319,Open,4,102.21,6.52,0.0000,0.006926,0.001643,0.017831,0.001433,Mild,0.0267,0.0232,0.0000,0.0080,0.0001,0.0516,0.0000,0.9172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0235
1656,2025-04-20 04:18:49.470,28.5,neutral,Focused,Partially Visible,Low,0.3572,0.3662,0.3483,0.3319,Open,4,102.30,6.31,0.0000,0.002161,0.002120,0.002761,0.023872,Mild,0.0300,0.0232,0.0000,0.0080,0.0001,0.0516,0.0000,0.9172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227
1657,2025-04-20 04:18:49.501,28.9,neutral,Focused,Partially Visible,Low,0.3567,0.3636,0.3499,0.3319,Open,4,102.88,6.79,0.0000,0.015892,0.009245,0.017878,0.001163,Mild,0.0333,0.0232,0.0000,0.0080,0.0001,0.0516,0.0000,0.9172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
1658,2025-04-20 04:18:49.533,28.8,neutral,Focused,Partially Visible,Low,0.3551,0.3655,0.3447,0.3316,Open,4,103.40,6.93,0.0000,0.000984,0.007907,0.051779,0.008775,Moderate,0.0367,0.0232,0.0000,0.0080,0.0001,0.0516,0.0000,0.9172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
1659,2025-04-20 04:18:49.569,28.8,neutral,Focused,Partially Visible,Low,0.3507,0.3615,0.3400,0.3314,Open,4,103.34,6.94,0.0000,0.005722,0.000324,0.016072,0.014448,Moderate,0.0400,0.0232,0.0000,0.0080,0.0001,0.0516,0.0000,0.9172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0280
1660,2025-04-20 04:18:49.611,28.8,neutral,Focused,Partially Visible,Low,0.3347,0.3463,0.3230,0.3319,Open,4,103.95,7.22,0.0000,0.007821,0.009188,0.029255,0.011814,Moderate,0.0433,0.0434,0.0000,0.2042,0.0005,0.0758,0.0000,0.6761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0238
1661,2025-04-20 04:18:49.643,29.3,neutral,Focused,Partially Visible,Low,0.3241,0.3358,0.3123,0.3319,Open,4,103.96,7.18,0.0000,0.012063,0.007887,0.003861,0.004988,Moderate,0.0467,0.0434,0.0000,0.2042,0.0005,0.0758,0.0000,0.6761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0245
1662,2025-04-20 04:18:49.674,29.5,neutral,Focused,Partially Visible,Low,0.3144,0.3218,0.3070,0.3319,Open,4,105.47,7.99,0.0000,0.016665,0.010513,0.003523,0.022141,Moderate,0.0500,0.0434,0.0000,0.2042,0.0005,0.0758,0.0000,0.6761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0246
1663,2025-04-20 04:18:49.705,29.5,neutral,Focused,Partially Visible,Low,0.3134,0.3216,0.3051,0.3319,Open,4,105.37,8.09,0.0000,0.008960,0.005126,0.005426,0.006495,Moderate,0.0533,0.0434,0.0000,0.2042,0.0005,0.0758,0.0000,0.6761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0244
1664,2025-04-20 04:18:49.735,30.0,neutral,Focused,Partially Visible,Low,0.2942,0.3033,0.2851,0.3302,Closed,4,108.60,10.08,0.0000,0.003198,0.009825,0.035713,0.010144,Moderate,0.0567,0.0434,0.0000,0.2042,0.0005,0.0758,0.0000,0.6761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0235
1665,2025-04-20 04:18:49.767,30.0,neutral,Focused,Partially Visible,Low,0.2953,0.3029,0.2876,0.3280,Closed,4,108.62,10.06,0.0000,0.005342,0.004797,0.015730,0.006157,Moderate,0.0600,0.0434,0.0000,0.2042,0.0005,0.0758,0.0000,0.6761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0242
1666,2025-04-20 04:18:49.798,30.1,neutral,Focused,Partially Visible,Low,0.2939,0.3014,0.2864,0.3274,Closed,4,108.74,10.06,0.0000,0.001411,0.001793,0.001959,0.003179,Moderate,0.0633,0.0434,0.0000,0.2042,0.0005,0.0758,0.0000,0.6761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0247
1667,2025-04-20 04:18:49.828,30.5,neutral,Focused,Partially Visible,Low,0.2877,0.2898,0.2856,0.3259,Closed,4,114.04,13.58,0.0000,0.023307,0.013845,0.036371,0.018440,Moderate,0.0667,0.0434,0.0000,0.2042,0.0005,0.0758,0.0000,0.6761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0242
1668,2025-04-20 04:18:49.861,30.4,neutral,Focused,Partially Visible,Low,0.2854,0.2886,0.2822,0.3258,Closed,4,114.24,13.51,0.0000,0.005816,0.003679,0.009633,0.004447,Mild,0.0000,0.0434,0.0000,0.2042,0.0005,0.0758,0.0000,0.6761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0259
1669,2025-04-20 04:18:49.908,30.0,fear,Focused,Partially Visible,Low,0.2939,0.2950,0.2929,0.3246,Closed,4,118.91,17.03,0.0000,0.008329,0.011685,0.021457,0.007444,Mild,0.0033,0.0178,0.0000,0.4971,0.0034,0.4433,0.0007,0.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0257
1670,2025-04-20 04:18:49.952,29.9,fear,Focused,Partially Visible,Low,0.2997,0.3036,0.2959,0.3221,Closed,4,121.11,18.33,0.0000,0.007283,0.005654,0.009949,0.005427,Mild,0.0067,0.0178,0.0000,0.4971,0.0034,0.4433,0.0007,0.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
1671,2025-04-20 04:18:49.982,30.1,fear,Focused,Partially Visible,Low,0.2996,0.3042,0.2950,0.3195,Closed,4,121.06,17.83,0.0000,0.005812,0.001952,0.005697,0.001882,Mild,0.0100,0.0178,0.0000,0.4971,0.0034,0.4433,0.0007,0.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0221
1672,2025-04-20 04:18:50.014,30.1,fear,Focused,Partially Visible,Low,0.2979,0.3007,0.2950,0.3188,Closed,4,120.47,17.55,0.0000,0.009872,0.012770,0.003218,0.004976,Mild,0.0133,0.0178,0.0000,0.4971,0.0034,0.4433,0.0007,0.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0233
1673,2025-04-20 04:18:50.043,30.5,fear,Focused,Partially Visible,Low,0.2965,0.3010,0.2921,0.3208,Closed,4,120.62,17.57,0.0000,0.013140,0.009669,0.011777,0.001568,Moderate,0.0167,0.0178,0.0000,0.4971,0.0034,0.4433,0.0007,0.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227
1674,2025-04-20 04:18:50.077,30.8,fear,Focused,Partially Visible,Low (Fidgeting),0.2970,0.3019,0.2922,0.3188,Closed,4,119.49,16.85,0.0000,0.001298,0.006901,0.024682,0.004311,Moderate,0.0200,0.0178,0.0000,0.4971,0.0034,0.4433,0.0007,0.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
1675,2025-04-20 04:18:50.113,30.9,fear,Focused,Partially Visible,Low,0.2956,0.2992,0.2921,0.3188,Closed,4,119.69,17.02,0.0000,0.001453,0.000674,0.024700,0.003934,Moderate,0.0233,0.0178,0.0000,0.4971,0.0034,0.4433,0.0007,0.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0295
1676,2025-04-20 04:18:50.155,30.5,neutral,Focused,Partially Visible,Low,0.2982,0.3032,0.2932,0.3204,Closed,4,118.54,16.32,0.0000,0.016843,0.005792,0.006191,0.016517,Moderate,0.0267,0.0470,0.0000,0.1550,0.0000,0.1264,0.0000,0.6716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0246
1677,2025-04-20 04:18:50.200,30.1,neutral,Focused,Partially Visible,Low,0.3024,0.3063,0.2985,0.3197,Closed,4,117.84,16.05,0.0000,0.029249,0.021948,0.001551,0.003200,Moderate,0.0300,0.0470,0.0000,0.1550,0.0000,0.1264,0.0000,0.6716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0244
1678,2025-04-20 04:18:50.248,29.7,neutral,Focused,Partially Visible,Low (Fidgeting),0.2989,0.3080,0.2898,0.3197,Closed,4,116.82,15.26,0.0000,0.013047,0.021854,0.076766,0.008296,Moderate,0.0333,0.0470,0.0000,0.1550,0.0000,0.1264,0.0000,0.6716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
1679,2025-04-20 04:18:50.311,29.2,neutral,Focused,Partially Visible,Moderate,0.2898,0.2995,0.2801,0.3188,Closed,4,115.47,14.56,0.0000,0.009449,0.009491,0.041455,0.015634,Severe,0.0367,0.0470,0.0000,0.1550,0.0000,0.1264,0.0000,0.6716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
1680,2025-04-20 04:18:50.341,29.2,neutral,Focused,Partially Visible,Moderate,0.2842,0.2925,0.2758,0.3161,Closed,4,115.73,14.45,0.0000,0.004734,0.004011,0.017209,0.008291,Severe,0.0400,0.0470,0.0000,0.1550,0.0000,0.1264,0.0000,0.6716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
1681,2025-04-20 04:18:50.377,29.1,neutral,Focused,Partially Visible,Moderate,0.2827,0.2922,0.2732,0.3161,Closed,4,114.99,14.22,0.0000,0.045297,0.027309,0.004032,0.033052,Severe,0.0433,0.0470,0.0000,0.1550,0.0000,0.1264,0.0000,0.6716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0252
1682,2025-04-20 04:18:50.425,28.8,neutral,Focused,Partially Visible,Moderate,0.2805,0.2874,0.2735,0.3126,Closed,4,115.17,14.20,0.0000,0.004576,0.003515,0.004486,0.003356,Severe,0.0467,0.0470,0.0000,0.1550,0.0000,0.1264,0.0000,0.6716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0276
1683,2025-04-20 04:18:50.468,28.8,neutral,Focused,Partially Visible,Moderate,0.2867,0.2889,0.2844,0.3126,Closed,4,115.16,14.06,0.0000,0.004260,0.020865,0.055131,0.015218,Severe,0.0500,0.0912,0.0001,0.3703,0.0002,0.1647,0.0001,0.3735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0233
1684,2025-04-20 04:18:50.497,28.8,neutral,Focused,Partially Visible,Moderate,0.2931,0.2974,0.2889,0.3126,Closed,4,115.19,14.04,0.0000,0.002272,0.010195,0.013954,0.014248,Severe,0.0533,0.0912,0.0001,0.3703,0.0002,0.1647,0.0001,0.3735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0225
1685,2025-04-20 04:18:50.529,28.8,neutral,Focused,Partially Visible,Moderate,0.2892,0.2959,0.2824,0.3121,Closed,4,114.97,13.97,0.0000,0.001643,0.010887,0.053020,0.002442,Severe,0.0567,0.0912,0.0001,0.3703,0.0002,0.1647,0.0001,0.3735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
1686,2025-04-20 04:18:50.560,28.8,neutral,Focused,Partially Visible,Moderate,0.2880,0.2923,0.2836,0.3121,Closed,4,115.15,14.03,0.0000,0.001877,0.003139,0.016104,0.001008,Severe,0.0600,0.0912,0.0001,0.3703,0.0002,0.1647,0.0001,0.3735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
1687,2025-04-20 04:18:50.592,28.8,neutral,Focused,Partially Visible,Moderate,0.2866,0.2922,0.2810,0.3119,Closed,4,114.76,13.94,0.0000,0.031368,0.013720,0.010229,0.013939,Severe,0.0633,0.0912,0.0001,0.3703,0.0002,0.1647,0.0001,0.3735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
1688,2025-04-20 04:18:50.627,28.7,neutral,Focused,Partially Visible,Moderate,0.2863,0.2916,0.2810,0.3119,Closed,0,115.16,14.00,0.0000,0.005415,0.003413,0.005172,0.003643,Severe,0.0667,0.0912,0.0001,0.3703,0.0002,0.1647,0.0001,0.3735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0268
1689,2025-04-20 04:18:50.676,28.4,neutral,Focused,Partially Visible,Low,0.2864,0.2908,0.2821,0.3119,Closed,0,115.01,13.91,0.0000,0.000661,0.003200,0.006830,0.000569,Severe,0.0000,0.0912,0.0001,0.3703,0.0002,0.1647,0.0001,0.3735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286
1690,2025-04-20 04:18:50.720,28.4,fear,Focused,Partially Visible,Moderate,0.2891,0.2927,0.2856,0.3119,Closed,0,114.25,13.75,0.0000,0.052697,0.026251,0.032706,0.032666,Severe,0.0033,0.1634,0.0006,0.4844,0.0004,0.1810,0.0008,0.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0244
1691,2025-04-20 04:18:50.750,28.3,fear,Focused,Partially Visible,Moderate,0.2873,0.2926,0.2821,0.3119,Closed,0,113.94,13.39,0.0000,0.008632,0.004018,0.056316,0.017146,Severe,0.0067,0.1634,0.0006,0.4844,0.0004,0.1810,0.0008,0.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227
1692,2025-04-20 04:18:50.781,28.3,fear,Focused,Partially Visible,Moderate,0.2868,0.2911,0.2826,0.3119,Closed,0,114.16,13.45,0.0000,0.008216,0.001887,0.015569,0.007611,Severe,0.0100,0.1634,0.0006,0.4844,0.0004,0.1810,0.0008,0.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0233
1693,2025-04-20 04:18:50.812,28.4,fear,Focused,Partially Visible,Moderate (Fidgeting),0.2847,0.2908,0.2785,0.3119,Closed,0,113.23,13.10,0.0000,0.002089,0.010281,0.064146,0.006749,Severe,0.0133,0.1634,0.0006,0.4844,0.0004,0.1810,0.0008,0.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232
1694,2025-04-20 04:18:50.844,28.3,fear,Focused,Partially Visible,Moderate (Fidgeting),0.2880,0.2904,0.2856,0.3112,Closed,0,113.47,13.07,0.0000,0.000637,0.004915,0.005553,0.003966,Severe,0.0167,0.1634,0.0006,0.4844,0.0004,0.1810,0.0008,0.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
1695,2025-04-20 04:18:50.874,28.3,fear,Focused,Partially Visible,Moderate (Fidgeting),0.2875,0.2961,0.2790,0.3109,Closed,0,113.04,12.95,0.0000,0.003140,0.012002,0.124487,0.009896,Severe,0.0200,0.1634,0.0006,0.4844,0.0004,0.1810,0.0008,0.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
1696,2025-04-20 04:18:50.915,28.3,fear,Focused,Partially Visible,Moderate (Fidgeting),0.2850,0.2909,0.2791,0.3092,Closed,0,113.45,13.01,0.0000,0.000434,0.003379,0.003793,0.003047,Severe,0.0233,0.1634,0.0006,0.4844,0.0004,0.1810,0.0008,0.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0326
1697,2025-04-20 04:18:50.952,28.0,fear,Focused,Partially Visible,Moderate (Fidgeting),0.2778,0.2874,0.2682,0.3087,Closed,0,112.44,12.50,0.0000,0.000463,0.000333,0.070083,0.003848,Severe,0.0267,0.0872,0.0012,0.6677,0.0004,0.1800,0.0004,0.0632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
1698,2025-04-20 04:18:50.982,28.0,fear,Focused,Partially Visible,Moderate (Fidgeting),0.2763,0.2799,0.2727,0.3078,Closed,0,112.97,12.59,0.0000,0.001241,0.000605,0.021922,0.001985,Severe,0.0300,0.0872,0.0012,0.6677,0.0004,0.1800,0.0004,0.0632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0234
