Frame_Number,Timestamp,FPS,Emotion,Attention,Posture,Movement,EAR,Left_EAR,Right_EAR,EAR_Threshold,Eye_State,Blink_Count,Horizontal_Angle,Vertical_Angle,Distance_From_Center,Head_Movement,Torso_Movement,Left_Arm_Movement,Right_Arm_Movement,Fatigue_Level,Drowsiness_Score,Angry_Score,Disgust_Score,Fear_Score,Happy_Score,Sad_Score,Surprise_Score,Neutral_Score,F0_Mean,Intensity,Jitter,Shimmer,Spectral_Centroid,Spectral_Rolloff,Zero_Crossing_Rate,Spectral_Bandwidth,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Processing_Time
54,2025-04-20 04:17:53.441,31.4,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3677,0.3709,0.3645,0.3976,Closed,0,85.18,-2.10,0.0000,0.022646,0.010485,0.018757,0.006648,Moderate,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0229
55,2025-04-20 04:17:53.473,31.4,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3673,0.3706,0.3639,0.3977,Closed,0,85.40,-2.15,0.0000,0.001254,0.001364,0.003833,0.000412,Moderate,0.3455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
56,2025-04-20 04:17:53.503,31.4,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3624,0.3664,0.3583,0.3973,Closed,0,85.02,-2.51,0.0000,0.006849,0.003207,0.011590,0.000696,Moderate,0.3571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0226
57,2025-04-20 04:17:53.535,31.4,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3600,0.3628,0.3571,0.3970,Closed,0,85.05,-2.55,0.0000,0.002504,0.002243,0.004986,0.001241,Mild,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
58,2025-04-20 04:17:53.575,31.1,Unknown,Focused,Partially Visible,Low,0.3567,0.3593,0.3541,0.3960,Closed,0,84.97,-2.96,0.0000,0.000087,0.001670,0.000876,0.005057,Mild,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232
59,2025-04-20 04:17:53.612,30.9,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3570,0.3598,0.3542,0.3956,Closed,0,84.86,-2.88,0.0000,0.000651,0.000094,0.000231,0.000807,Mild,0.0339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0222
60,2025-04-20 04:17:53.642,31.0,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3576,0.3590,0.3562,0.3954,Closed,0,85.43,-2.90,0.0000,0.003733,0.005847,0.015510,0.006752,Mild,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0221
61,2025-04-20 04:17:53.675,31.0,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3598,0.3623,0.3573,0.3920,Closed,0,85.23,-2.98,0.0000,0.001943,0.002106,0.004398,0.002694,Mild,0.0656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
62,2025-04-20 04:17:53.705,31.0,Unknown,Focused,Partially Visible,Still,0.3567,0.3620,0.3513,0.3886,Closed,0,85.22,-2.79,0.0000,0.004380,0.000909,0.006021,0.001969,Mild,0.0806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0226
63,2025-04-20 04:17:53.737,31.0,Unknown,Focused,Partially Visible,Still,0.3499,0.3551,0.3447,0.3870,Closed,0,85.02,-2.85,0.0000,0.000404,0.000083,0.001270,0.002508,Mild,0.0952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
64,2025-04-20 04:17:53.769,31.0,Unknown,Focused,Partially Visible,Still,0.3485,0.3494,0.3475,0.3865,Closed,0,85.54,-2.40,0.0000,0.013110,0.006643,0.001743,0.000367,Mild,0.1094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0238
65,2025-04-20 04:17:53.801,31.0,Unknown,Focused,Partially Visible,Still,0.3481,0.3518,0.3444,0.3860,Closed,0,85.05,-2.61,0.0000,0.004121,0.002230,0.000154,0.000834,Mild,0.1231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0252
66,2025-04-20 04:17:53.834,30.9,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3447,0.3482,0.3413,0.3859,Closed,0,85.79,-2.48,0.0000,0.003621,0.005685,0.008933,0.010628,Mild,0.1364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0256
67,2025-04-20 04:17:53.865,31.0,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3429,0.3462,0.3396,0.3838,Closed,0,85.59,-2.55,0.0000,0.001867,0.003641,0.003937,0.004163,Mild,0.1493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0260
68,2025-04-20 04:17:53.909,30.6,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3473,0.3513,0.3433,0.3805,Closed,0,86.00,-2.30,0.0000,0.003716,0.000303,0.003949,0.011679,Moderate,0.1618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0234
69,2025-04-20 04:17:53.940,30.6,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3481,0.3535,0.3427,0.3768,Closed,0,85.91,-2.42,0.0000,0.002668,0.002134,0.000247,0.002405,Moderate,0.1739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240
70,2025-04-20 04:17:53.976,30.4,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3407,0.3443,0.3371,0.3737,Closed,0,85.55,-2.42,0.0000,0.000729,0.000505,0.000931,0.002952,Moderate,0.1857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232
71,2025-04-20 04:17:54.021,30.2,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3374,0.3399,0.3348,0.3735,Closed,0,85.56,-2.43,0.0000,0.000157,0.000093,0.000778,0.002468,Moderate,0.1972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0268
72,2025-04-20 04:17:54.064,29.8,Unknown,Focused,Partially Visible,Still,0.3400,0.3420,0.3381,0.3735,Closed,0,85.44,-2.66,0.0000,0.000201,0.000927,0.001986,0.005661,Moderate,0.2083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0242
73,2025-04-20 04:17:54.095,29.8,Unknown,Focused,Partially Visible,Still,0.3428,0.3453,0.3403,0.3729,Closed,0,85.52,-2.54,0.0000,0.000367,0.000770,0.000654,0.002840,Moderate,0.2192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
74,2025-04-20 04:17:54.130,29.8,Unknown,Focused,Partially Visible,Still,0.3423,0.3450,0.3396,0.3721,Closed,0,85.39,-2.59,0.0000,0.004057,0.001138,0.000576,0.002900,Moderate,0.2297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0289
75,2025-04-20 04:17:54.162,29.8,Unknown,Focused,Partially Visible,Still,0.3425,0.3447,0.3402,0.3717,Closed,0,85.36,-2.66,0.0000,0.001256,0.000477,0.000925,0.002612,Moderate,0.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270
76,2025-04-20 04:17:54.203,29.7,Unknown,Focused,Partially Visible,Still,0.3422,0.3453,0.3391,0.3697,Closed,0,85.54,-2.45,0.0000,0.000169,0.003518,0.003228,0.005799,Moderate,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
77,2025-04-20 04:17:54.235,29.8,Unknown,Focused,Partially Visible,Still,0.3419,0.3449,0.3389,0.3700,Closed,0,85.51,-2.41,0.0000,0.000198,0.001876,0.002584,0.004173,Moderate,0.2597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
78,2025-04-20 04:17:54.265,29.9,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3381,0.3428,0.3334,0.3697,Closed,0,85.65,-2.58,0.0000,0.000225,0.002680,0.004423,0.010193,Mild,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0238
79,2025-04-20 04:17:54.297,29.8,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3366,0.3399,0.3333,0.3686,Closed,0,85.74,-2.53,0.0000,0.000127,0.001686,0.001646,0.003805,Mild,0.0127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0242
80,2025-04-20 04:17:54.328,29.9,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3307,0.3339,0.3276,0.3686,Closed,0,85.56,-2.39,0.0000,0.003420,0.001204,0.017959,0.006197,Mild,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
81,2025-04-20 04:17:54.360,29.8,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3316,0.3339,0.3294,0.3672,Closed,0,85.62,-2.37,0.0000,0.001910,0.000689,0.005931,0.003157,Mild,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0246
82,2025-04-20 04:17:54.392,29.9,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3369,0.3412,0.3327,0.3666,Closed,0,85.83,-2.44,0.0000,0.006912,0.003506,0.002317,0.001496,Mild,0.0488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250
83,2025-04-20 04:17:54.423,30.2,Unknown,Focused,Partially Visible,Still,0.3361,0.3406,0.3316,0.3656,Closed,0,85.71,-2.46,0.0000,0.003453,0.001703,0.002542,0.001296,Mild,0.0602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0245
84,2025-04-20 04:17:54.454,30.2,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3372,0.3413,0.3331,0.3655,Closed,0,85.53,-2.46,0.0000,0.000870,0.002106,0.002727,0.009227,Mild,0.0714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0246
85,2025-04-20 04:17:54.483,30.2,Unknown,Focused,Partially Visible,Still (Fidgeting),0.3377,0.3421,0.3333,0.3637,Closed,0,85.44,-2.42,0.0000,0.000408,0.000910,0.001256,0.004794,Mild,0.0824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227
86,2025-04-20 04:17:54.516,30.2,Unknown,Focused,Partially Visible,Still,0.3372,0.3422,0.3322,0.3641,Closed,0,85.28,-2.46,0.0000,0.000085,0.003049,0.000493,0.004974,Mild,0.0930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0239
87,2025-04-20 04:17:54.547,30.2,Unknown,Focused,Partially Visible,Still,0.3368,0.3416,0.3319,0.3636,Closed,0,85.40,-2.45,0.0000,0.000747,0.002537,0.000971,0.005304,Mild,0.1034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232
88,2025-04-20 04:17:54.578,30.4,Unknown,Focused,Partially Visible,Still,0.3336,0.3389,0.3283,0.3628,Closed,0,85.26,-2.22,0.0000,0.001707,0.001377,0.009203,0.016590,Mild,0.1136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
89,2025-04-20 04:17:54.610,30.6,Unknown,Focused,Partially Visible,Still,0.3318,0.3373,0.3263,0.3616,Closed,0,85.41,-2.17,0.0000,0.000576,0.001274,0.004723,0.008805,Moderate,0.1236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
90,2025-04-20 04:17:54.640,30.6,Unknown,Focused,Partially Visible,Low,0.3277,0.3315,0.3240,0.3610,Closed,0,85.63,-2.35,0.0000,0.002394,0.007453,0.017181,0.016596,Moderate,0.1333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
91,2025-04-20 04:17:54.673,30.6,Unknown,Focused,Partially Visible,Low,0.3271,0.3306,0.3237,0.3606,Closed,0,85.63,-2.35,0.0000,0.001773,0.003401,0.005037,0.005862,Moderate,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0245
92,2025-04-20 04:17:54.706,30.6,Unknown,Focused,Partially Visible,Low,0.3295,0.3352,0.3238,0.3597,Closed,0,85.88,-2.46,0.0000,0.000012,0.000457,0.004413,0.003590,Moderate,0.1522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0257
93,2025-04-20 04:17:54.735,30.5,Unknown,Focused,Partially Visible,Still,0.3294,0.3350,0.3238,0.3597,Closed,0,85.88,-2.48,0.0000,0.000363,0.000187,0.002105,0.001754,Moderate,0.1613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
94,2025-04-20 04:17:54.775,30.3,Unknown,Focused,Partially Visible,Low,0.3345,0.3388,0.3303,0.3597,Closed,0,85.77,-2.11,0.0000,0.000779,0.001776,0.003623,0.021037,Moderate,0.1702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0233
95,2025-04-20 04:17:54.813,30.1,Unknown,Focused,Partially Visible,Low,0.3362,0.3410,0.3314,0.3596,Closed,0,85.61,-2.17,0.0000,0.000038,0.000295,0.008400,0.008675,Moderate,0.1789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
96,2025-04-20 04:17:54.843,30.1,Unknown,Focused,Partially Visible,Low,0.3361,0.3428,0.3294,0.3595,Closed,0,85.68,-2.33,0.0000,0.001548,0.003748,0.024414,0.020695,Moderate,0.1875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0226
97,2025-04-20 04:17:54.874,30.1,Unknown,Focused,Partially Visible,Low,0.3360,0.3424,0.3295,0.3597,Closed,0,85.76,-2.34,0.0000,0.001118,0.002027,0.003521,0.006569,Moderate,0.1959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0226
98,2025-04-20 04:17:54.905,30.5,Unknown,Focused,Partially Visible,Low,0.3353,0.3395,0.3310,0.3597,Closed,0,85.48,-2.57,0.0000,0.009320,0.010327,0.032556,0.016962,Moderate,0.2041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0222
99,2025-04-20 04:17:54.936,30.5,Unknown,Focused,Partially Visible,Low,0.3372,0.3418,0.3327,0.3597,Closed,0,85.57,-2.50,0.0000,0.002170,0.002231,0.007220,0.001768,Mild,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0225
100,2025-04-20 04:17:54.968,30.6,Unknown,Focused,Partially Visible,Low,0.3359,0.3413,0.3305,0.3597,Closed,0,86.01,-2.39,0.0000,0.000527,0.000565,0.001555,0.015432,Mild,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227
101,2025-04-20 04:17:55.000,30.9,Unknown,Focused,Partially Visible,Low,0.3352,0.3410,0.3295,0.3597,Closed,0,86.02,-2.41,0.0000,0.000192,0.000195,0.002069,0.003135,Mild,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240
102,2025-04-20 04:17:55.032,31.2,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3370,0.3420,0.3320,0.3597,Closed,0,86.05,-2.31,0.0000,0.005562,0.002766,0.007482,0.009596,Mild,0.0294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
103,2025-04-20 04:17:55.065,31.2,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3382,0.3433,0.3331,0.3597,Closed,0,86.07,-2.29,0.0000,0.002432,0.001922,0.000719,0.005125,Mild,0.0388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0247
104,2025-04-20 04:17:55.094,31.2,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3370,0.3421,0.3318,0.3597,Closed,0,85.91,-2.26,0.0000,0.006913,0.012070,0.013315,0.021951,Mild,0.0481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0226
105,2025-04-20 04:17:55.125,31.3,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3407,0.3457,0.3357,0.3597,Closed,0,86.12,-2.24,0.0000,0.002756,0.004004,0.003503,0.003281,Mild,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
